,log2_fold_change,absolute_fold_change,regulation
hsa-mir-103a-2,0.23097261901880356,0.23097261901880356,upregulated
hsa-mir-34a,-0.2308497168878115,0.2308497168878115,downregulated
hsa-mir-6792,-0.2279836670664562,0.2279836670664562,downregulated
hsa-mir-1245a,0.22786360949397547,0.22786360949397547,upregulated
hsa-mir-3129,-0.2264616991844434,0.2264616991844434,downregulated
hsa-mir-3191,0.22617955033854684,0.22617955033854684,upregulated
hsa-mir-7155,0.22521339869895937,0.22521339869895937,upregulated
hsa-mir-3619,-0.22514947262302698,0.22514947262302698,downregulated
hsa-mir-5585,-0.22505423509813238,0.22505423509813238,downregulated
hsa-mir-939,-0.22454498890651958,0.22454498890651958,downregulated
hsa-mir-27a,-0.22448951659605104,0.22448951659605104,downregulated
hsa-mir-376b,-0.22345824308909532,0.22345824308909532,downregulated
hsa-mir-526a-1,0.22288720729906755,0.22288720729906755,upregulated
hsa-mir-642b,-0.22007248610782593,0.22007248610782593,downregulated
hsa-mir-3605,0.21863337967234348,0.21863337967234348,upregulated
hsa-mir-425,-0.2185074674158206,0.2185074674158206,downregulated
hsa-mir-449c,0.21545879912787558,0.21545879912787558,upregulated
hsa-mir-199a-1,0.21447264359320145,0.21447264359320145,upregulated
hsa-mir-6875,0.21409784310616775,0.21409784310616775,upregulated
hsa-mir-6894,-0.2134908558622588,0.2134908558622588,downregulated
hsa-mir-3690-1,0.21074900496194182,0.21074900496194182,upregulated
hsa-mir-5695,0.2103745833930377,0.2103745833930377,upregulated
hsa-mir-3117,0.2103273177531082,0.2103273177531082,upregulated
hsa-mir-6852,-0.2103203713961687,0.2103203713961687,downregulated
hsa-mir-7844,0.20905349044479818,0.20905349044479818,upregulated
hsa-mir-369,-0.20882326713284458,0.20882326713284458,downregulated
hsa-mir-3611,-0.20870459459195168,0.20870459459195168,downregulated
hsa-mir-585,-0.20804983102995084,0.20804983102995084,downregulated
hsa-mir-4522,-0.20756496293839205,0.20756496293839205,downregulated
hsa-mir-3911,-0.20651906156605698,0.20651906156605698,downregulated
hsa-mir-450b,0.20609499704076,0.20609499704076,upregulated
hsa-mir-1243,0.20588969426834908,0.20588969426834908,upregulated
hsa-mir-5188,-0.2053479345847579,0.2053479345847579,downregulated
hsa-mir-6084,0.20506696559521634,0.20506696559521634,upregulated
hsa-mir-34b,0.20323973223614233,0.20323973223614233,upregulated
hsa-mir-205,0.20305618169869427,0.20305618169869427,upregulated
hsa-mir-3150b,0.2028141796485603,0.2028141796485603,upregulated
hsa-mir-7156,-0.20269193311893915,0.20269193311893915,downregulated
hsa-mir-6818,-0.20209791314839176,0.20209791314839176,downregulated
hsa-mir-4524a,0.2019010139184341,0.2019010139184341,upregulated
hsa-mir-2681,-0.20116988579341885,0.20116988579341885,downregulated
hsa-mir-504,-0.19969856950577045,0.19969856950577045,downregulated
hsa-mir-296,0.19931622147072803,0.19931622147072803,upregulated
hsa-mir-6772,0.1986762697378449,0.1986762697378449,upregulated
hsa-mir-30a,-0.19814084393172174,0.19814084393172174,downregulated
hsa-mir-760,-0.19809358814012035,0.19809358814012035,downregulated
hsa-mir-3116-1,0.19755750770731675,0.19755750770731675,upregulated
hsa-mir-8072,-0.19750540209527506,0.19750540209527506,downregulated
hsa-mir-543,0.19727167152333067,0.19727167152333067,upregulated
hsa-mir-431,0.1971777299123078,0.1971777299123078,upregulated
hsa-mir-330,-0.19691334075382555,0.19691334075382555,downregulated
hsa-mir-618,0.19688203412823682,0.19688203412823682,upregulated
hsa-mir-21,0.19666679985956478,0.19666679985956478,upregulated
hsa-mir-765,-0.19555233141099046,0.19555233141099046,downregulated
hsa-mir-550a-2,-0.19535018729791515,0.19535018729791515,downregulated
hsa-mir-3173,0.19377602788747875,0.19377602788747875,upregulated
hsa-mir-3614,-0.19341975621264312,0.19341975621264312,downregulated
hsa-mir-3618,0.19335847628294153,0.19335847628294153,upregulated
hsa-mir-126,-0.19279707829992188,0.19279707829992188,downregulated
hsa-mir-659,0.19265773070366837,0.19265773070366837,upregulated
hsa-mir-6503,-0.1921494203505816,0.1921494203505816,downregulated
hsa-mir-3130-1,0.18986770736350597,0.18986770736350597,upregulated
hsa-mir-4703,0.1896651407375428,0.1896651407375428,upregulated
hsa-mir-548aw,-0.18822850215781456,0.18822850215781456,downregulated
hsa-mir-4632,0.18807012340624757,0.18807012340624757,upregulated
hsa-mir-10b,-0.1875076523683351,0.1875076523683351,downregulated
hsa-mir-6880,-0.18728324163662696,0.18728324163662696,downregulated
hsa-mir-101-2,-0.1872322778756276,0.1872322778756276,downregulated
hsa-mir-199a-2,0.18609188137473906,0.18609188137473906,upregulated
hsa-mir-1262,0.18580428540001737,0.18580428540001737,upregulated
hsa-mir-6787,0.18575608914897365,0.18575608914897365,upregulated
hsa-mir-101-1,-0.18508274207867043,0.18508274207867043,downregulated
hsa-mir-548o,0.18409557144766758,0.18409557144766758,upregulated
hsa-mir-181b-2,-0.18259914965879578,0.18259914965879578,downregulated
hsa-mir-181b-1,-0.18201728002556575,0.18201728002556575,downregulated
hsa-mir-151a,-0.18120890170569678,0.18120890170569678,downregulated
hsa-mir-3198-2,-0.18081331871725997,0.18081331871725997,downregulated
hsa-mir-6884,-0.18069926438725759,0.18069926438725759,downregulated
hsa-mir-4716,-0.18008093697746028,0.18008093697746028,downregulated
hsa-mir-4771-1,-0.18000739422951598,0.18000739422951598,downregulated
hsa-mir-1251,0.17795299791930747,0.17795299791930747,upregulated
hsa-mir-4999,-0.17659501937940902,0.17659501937940902,downregulated
hsa-mir-1306,0.1752775781984203,0.1752775781984203,upregulated
hsa-mir-3164,0.1750457161624698,0.1750457161624698,upregulated
hsa-mir-26b,-0.17490656292013013,0.17490656292013013,downregulated
hsa-let-7b,0.174373800311502,0.174373800311502,upregulated
hsa-mir-6837,-0.1733544746756301,0.1733544746756301,downregulated
hsa-mir-188,0.17220830417772467,0.17220830417772467,upregulated
hsa-mir-374b,-0.17198562097194736,0.17198562097194736,downregulated
hsa-mir-324,0.17154669933529723,0.17154669933529723,upregulated
hsa-mir-4728,-0.17146179030889935,0.17146179030889935,downregulated
hsa-mir-424,-0.1713467035679163,0.1713467035679163,downregulated
hsa-mir-550a-3,-0.17106247564992252,0.17106247564992252,downregulated
hsa-mir-5684,0.16919731116111844,0.16919731116111844,upregulated
hsa-mir-744,0.16890885062606414,0.16890885062606414,upregulated
hsa-mir-6821,-0.16879197788217046,0.16879197788217046,downregulated
hsa-mir-548a-3,0.16836622755136504,0.16836622755136504,upregulated
hsa-mir-339,-0.1680520397898366,0.1680520397898366,downregulated
hsa-mir-6883,0.16797214833817425,0.16797214833817425,upregulated
hsa-mir-1229,0.16612427360952317,0.16612427360952317,upregulated
hsa-mir-6777,-0.16529449664402424,0.16529449664402424,downregulated
hsa-mir-3656,0.16502078147409827,0.16502078147409827,upregulated
hsa-mir-6840,-0.16427415637023046,0.16427415637023046,downregulated
hsa-mir-3684,0.16415772059570904,0.16415772059570904,upregulated
hsa-mir-32,-0.1640189574870821,0.1640189574870821,downregulated
hsa-mir-6866,-0.16361126988897484,0.16361126988897484,downregulated
hsa-mir-4769,-0.1635154560287717,0.1635154560287717,downregulated
hsa-mir-136,0.16204419849027948,0.16204419849027948,upregulated
hsa-mir-181c,-0.16071164999893592,0.16071164999893592,downregulated
hsa-mir-1236,0.16058149215049433,0.16058149215049433,upregulated
hsa-mir-4742,-0.15936235094524318,0.15936235094524318,downregulated
hsa-mir-660,0.15927171392827985,0.15927171392827985,upregulated
hsa-mir-28,0.15895640456610818,0.15895640456610818,upregulated
hsa-mir-5579,0.15878654738692446,0.15878654738692446,upregulated
hsa-mir-885,-0.15681404936565446,0.15681404936565446,downregulated
hsa-mir-3934,0.15458208156503114,0.15458208156503114,upregulated
hsa-mir-6499,0.15420186222578786,0.15420186222578786,upregulated
hsa-mir-4480,-0.1541868200440589,0.1541868200440589,downregulated
hsa-mir-6793,0.15172795444853934,0.15172795444853934,upregulated
hsa-mir-545,-0.15169342155434193,0.15169342155434193,downregulated
hsa-mir-1343,0.15121155701097658,0.15121155701097658,upregulated
hsa-mir-30e,0.15079406702296536,0.15079406702296536,upregulated
hsa-mir-301b,-0.1507275437323958,0.1507275437323958,downregulated
hsa-mir-146b,0.1507218615083944,0.1507218615083944,upregulated
hsa-mir-3677,-0.15071538832048287,0.15071538832048287,downregulated
hsa-mir-4802,-0.1499226747341464,0.1499226747341464,downregulated
hsa-mir-105-1,-0.1488503568523712,0.1488503568523712,downregulated
hsa-mir-5092,-0.14843731970750812,0.14843731970750812,downregulated
hsa-mir-4762,0.14799447410650618,0.14799447410650618,upregulated
hsa-mir-6764,-0.14777050422134283,0.14777050422134283,downregulated
hsa-mir-451a,0.14713557542587258,0.14713557542587258,upregulated
hsa-mir-148a,0.14686365459573986,0.14686365459573986,upregulated
hsa-mir-590,0.14680620511884854,0.14680620511884854,upregulated
hsa-mir-27b,-0.14642643886876228,0.14642643886876228,downregulated
hsa-mir-6734,0.14614113058832945,0.14614113058832945,upregulated
hsa-mir-335,-0.14429156180740363,0.14429156180740363,downregulated
hsa-mir-489,0.14428621047489112,0.14428621047489112,upregulated
hsa-mir-16-1,0.14404355236093278,0.14404355236093278,upregulated
hsa-mir-105-2,-0.14400824729425665,0.14400824729425665,downregulated
hsa-mir-4761,-0.13970874340384026,0.13970874340384026,downregulated
hsa-mir-1260b,-0.1393420718624504,0.1393420718624504,downregulated
hsa-mir-6895,-0.1369488646469136,0.1369488646469136,downregulated
hsa-mir-320c-1,0.13668480549879522,0.13668480549879522,upregulated
hsa-mir-329-2,-0.13408457494467088,0.13408457494467088,downregulated
hsa-mir-5091,0.13312542528759128,0.13312542528759128,upregulated
hsa-mir-4658,0.13238018471795066,0.13238018471795066,upregulated
hsa-mir-155,-0.13220059886916136,0.13220059886916136,downregulated
hsa-mir-3616,0.13145130208805988,0.13145130208805988,upregulated
hsa-mir-323a,0.13010810798950193,0.13010810798950193,upregulated
hsa-mir-4743,0.12993287927857153,0.12993287927857153,upregulated
hsa-mir-132,-0.12988733985961393,0.12988733985961393,downregulated
hsa-mir-199b,0.12927472436721604,0.12927472436721604,upregulated
hsa-mir-4525,0.12824708266184556,0.12824708266184556,upregulated
hsa-mir-202,0.12807141632504235,0.12807141632504235,upregulated
hsa-mir-6802,0.12577609737484352,0.12577609737484352,upregulated
hsa-mir-502,0.12521988116293162,0.12521988116293162,upregulated
hsa-mir-7-1,0.12460592431313737,0.12460592431313737,upregulated
hsa-mir-148b,-0.12445791190676492,0.12445791190676492,downregulated
hsa-mir-203b,0.12417409681704467,0.12417409681704467,upregulated
hsa-mir-181a-1,-0.12254064352922703,0.12254064352922703,downregulated
hsa-mir-374a,0.12141413781389021,0.12141413781389021,upregulated
hsa-mir-3646,-0.1205978188117012,0.1205978188117012,downregulated
hsa-mir-548s,0.11921428439943396,0.11921428439943396,upregulated
hsa-mir-3613,0.11657015636173489,0.11657015636173489,upregulated
hsa-mir-1234,0.11631265221220215,0.11631265221220215,upregulated
hsa-mir-16-2,0.1154481067068821,0.1154481067068821,upregulated
hsa-mir-3913-2,-0.11445987621763315,0.11445987621763315,downregulated
hsa-mir-409,0.11437480299670184,0.11437480299670184,upregulated
hsa-mir-133a-2,-0.11429207189212563,0.11429207189212563,downregulated
hsa-mir-128-1,0.11276242011220672,0.11276242011220672,upregulated
hsa-mir-3620,0.11256173496528056,0.11256173496528056,upregulated
hsa-mir-138-1,0.11215538298538062,0.11215538298538062,upregulated
hsa-mir-338,0.11143294173473577,0.11143294173473577,upregulated
hsa-mir-5588,0.11005577572483219,0.11005577572483219,upregulated
hsa-mir-6746,-0.1094853782971851,0.1094853782971851,downregulated
hsa-mir-6806,-0.1088328119375776,0.1088328119375776,downregulated
hsa-mir-149,0.10878763141755059,0.10878763141755059,upregulated
hsa-let-7e,-0.10838136932448143,0.10838136932448143,downregulated
hsa-mir-542,-0.10800989052398287,0.10800989052398287,downregulated
hsa-mir-550a-1,-0.10774582294327889,0.10774582294327889,downregulated
hsa-mir-494,-0.10660871183167454,0.10660871183167454,downregulated
hsa-mir-146a,-0.10593796042856556,0.10593796042856556,downregulated
hsa-mir-24-2,-0.10569427766375908,0.10569427766375908,downregulated
hsa-mir-636,-0.10444622359861279,0.10444622359861279,downregulated
hsa-mir-1266,0.104198714373967,0.104198714373967,upregulated
hsa-mir-1255a,0.10412340236718105,0.10412340236718105,upregulated
hsa-mir-493,0.10405679590872134,0.10405679590872134,upregulated
hsa-mir-6820,0.10391989871081718,0.10391989871081718,upregulated
hsa-mir-6754,-0.10387540552613819,0.10387540552613819,downregulated
hsa-mir-652,0.10361245037660732,0.10361245037660732,upregulated
hsa-mir-4662a,0.10305480446334549,0.10305480446334549,upregulated
hsa-mir-889,0.10241052740146094,0.10241052740146094,upregulated
hsa-mir-15a,0.10119040915494229,0.10119040915494229,upregulated
hsa-mir-145,-0.10062405629423042,0.10062405629423042,downregulated
hsa-mir-3941,-0.09958836513888011,0.09958836513888011,downregulated
hsa-mir-200b,-0.09926269023906419,0.09926269023906419,downregulated
hsa-mir-23b,0.09887371706689677,0.09887371706689677,upregulated
hsa-mir-223,0.09861360159010511,0.09861360159010511,upregulated
hsa-mir-4423,0.09855874507458148,0.09855874507458148,upregulated
hsa-mir-4706,-0.0975288273445499,0.0975288273445499,downregulated
hsa-mir-1287,-0.09608127868830602,0.09608127868830602,downregulated
hsa-mir-24-1,-0.09530566896971913,0.09530566896971913,downregulated
hsa-mir-127,0.09478716912041545,0.09478716912041545,upregulated
hsa-mir-128-2,0.0943122239606169,0.0943122239606169,upregulated
hsa-mir-3943,-0.09314232003080555,0.09314232003080555,downregulated
hsa-mir-15b,0.09244926327974708,0.09244926327974708,upregulated
hsa-mir-181a-2,-0.09034670929031151,0.09034670929031151,downregulated
hsa-mir-6795,0.08991717291637309,0.08991717291637309,upregulated
hsa-mir-6737,-0.08859197765101097,0.08859197765101097,downregulated
hsa-mir-4662b,-0.08842119610837473,0.08842119610837473,downregulated
hsa-mir-3679,0.08699220791255614,0.08699220791255614,upregulated
hsa-mir-214,0.08619025129067044,0.08619025129067044,upregulated
hsa-mir-151b,-0.08585009880380488,0.08585009880380488,downregulated
hsa-mir-3158-1,-0.08425907673707765,0.08425907673707765,downregulated
hsa-mir-556,0.083339989747796,0.083339989747796,upregulated
hsa-mir-940,0.08255750787432754,0.08255750787432754,upregulated
hsa-mir-548b,-0.0816400583649809,0.0816400583649809,downregulated
hsa-mir-181d,0.08161935721923273,0.08161935721923273,upregulated
hsa-mir-664b,-0.08150237927911227,0.08150237927911227,downregulated
hsa-mir-598,-0.08149635954217133,0.08149635954217133,downregulated
hsa-mir-1301,-0.08099868479180035,0.08099868479180035,downregulated
hsa-mir-4676,-0.08098294860991301,0.08098294860991301,downregulated
hsa-mir-6515,-0.08049935884136179,0.08049935884136179,downregulated
hsa-mir-624,0.08040171673620891,0.08040171673620891,upregulated
hsa-mir-331,-0.07960087581761076,0.07960087581761076,downregulated
hsa-mir-92b,-0.07947670626115386,0.07947670626115386,downregulated
hsa-mir-4797,-0.07852451257134667,0.07852451257134667,downregulated
hsa-let-7a-2,0.07828702665803687,0.07828702665803687,upregulated
hsa-mir-4798,0.07722601242582879,0.07722601242582879,upregulated
hsa-mir-450a-2,0.07531906435409098,0.07531906435409098,upregulated
hsa-mir-125a,-0.07447641237206956,0.07447641237206956,downregulated
hsa-mir-125b-2,-0.0736487598731721,0.0736487598731721,downregulated
hsa-mir-449b,-0.07354010727539402,0.07354010727539402,downregulated
hsa-let-7a-1,0.07350308832091021,0.07350308832091021,upregulated
hsa-let-7i,0.07266751155666573,0.07266751155666573,upregulated
hsa-let-7a-3,0.07266067432113751,0.07266067432113751,upregulated
hsa-mir-5000,0.07251671663147552,0.07251671663147552,upregulated
hsa-mir-4657,-0.07181917198109793,0.07181917198109793,downregulated
hsa-mir-429,-0.07077033055467054,0.07077033055467054,downregulated
hsa-mir-25,0.07037154321052308,0.07037154321052308,upregulated
hsa-mir-3183,-0.07024175828466446,0.07024175828466446,downregulated
hsa-mir-3920,0.06985980294656954,0.06985980294656954,upregulated
hsa-mir-1226,-0.06934654451113723,0.06934654451113723,downregulated
hsa-mir-29b-2,0.06809982237000152,0.06809982237000152,upregulated
hsa-mir-4709,0.06779767398747959,0.06779767398747959,upregulated
hsa-mir-382,0.06754543164327277,0.06754543164327277,upregulated
hsa-mir-511,0.06602366261669937,0.06602366261669937,upregulated
hsa-let-7f-1,-0.06582693412981803,0.06582693412981803,downregulated
hsa-mir-6514,0.06552063092346837,0.06552063092346837,upregulated
hsa-mir-130a,-0.0652448019743563,0.0652448019743563,downregulated
hsa-mir-98,-0.06520952598547491,0.06520952598547491,downregulated
hsa-mir-1245b,0.06385594288544026,0.06385594288544026,upregulated
hsa-mir-654,-0.06315055490694631,0.06315055490694631,downregulated
hsa-let-7f-2,-0.06307704652729479,0.06307704652729479,downregulated
hsa-mir-1291,-0.06205243265819114,0.06205243265819114,downregulated
hsa-mir-4646,-0.061269982839146586,0.061269982839146586,downregulated
hsa-mir-299,0.06073000552987392,0.06073000552987392,upregulated
hsa-mir-1227,0.06063719895457349,0.06063719895457349,upregulated
hsa-mir-1228,-0.05777092592181905,0.05777092592181905,downregulated
hsa-mir-664a,0.056122702902663975,0.056122702902663975,upregulated
hsa-mir-1913,-0.05527707943362627,0.05527707943362627,downregulated
hsa-mir-320d-1,0.05474594895391728,0.05474594895391728,upregulated
hsa-mir-877,0.054692217371671105,0.054692217371671105,upregulated
hsa-mir-5687,-0.0546871867406432,0.0546871867406432,downregulated
hsa-mir-191,-0.052739909786076754,0.052739909786076754,downregulated
hsa-mir-96,-0.052315240744340845,0.052315240744340845,downregulated
hsa-mir-5706,0.05166550505159343,0.05166550505159343,upregulated
hsa-mir-133a-1,-0.05148698706303844,0.05148698706303844,downregulated
hsa-mir-1246,0.0494147796475295,0.0494147796475295,upregulated
hsa-mir-4640,-0.04905820721381658,0.04905820721381658,downregulated
hsa-mir-1288,0.04888723759348697,0.04888723759348697,upregulated
hsa-mir-337,0.048750799898477075,0.048750799898477075,upregulated
hsa-mir-552,0.04827580941766965,0.04827580941766965,upregulated
hsa-mir-4800,-0.047519566840719604,0.047519566840719604,downregulated
hsa-mir-6892,0.04750860674369058,0.04750860674369058,upregulated
hsa-mir-30c-1,0.04694186639365749,0.04694186639365749,upregulated
hsa-mir-221,0.046544997618017864,0.046544997618017864,upregulated
hsa-mir-2110,0.045947439327084894,0.045947439327084894,upregulated
hsa-mir-450a-1,0.04589899540228137,0.04589899540228137,upregulated
hsa-mir-1537,-0.04526257374080289,0.04526257374080289,downregulated
hsa-mir-4775,0.04430398606784738,0.04430398606784738,upregulated
hsa-mir-503,-0.04377813673353963,0.04377813673353963,downregulated
hsa-mir-1197,0.04359303606850917,0.04359303606850917,upregulated
hsa-mir-5680,0.043519903211875724,0.043519903211875724,upregulated
hsa-mir-378a,0.04203508614575057,0.04203508614575057,upregulated
hsa-mir-29b-1,0.04201393725067214,0.04201393725067214,upregulated
hsa-mir-152,0.0419362744174268,0.0419362744174268,upregulated
hsa-mir-548ag-1,-0.041155674018204066,0.041155674018204066,downregulated
hsa-mir-125b-1,-0.039576787024314955,0.039576787024314955,downregulated
hsa-mir-6761,-0.03912760228973359,0.03912760228973359,downregulated
hsa-mir-3928,0.039050579765402514,0.039050579765402514,upregulated
hsa-mir-3917,0.039000006206464335,0.039000006206464335,upregulated
hsa-mir-3926-1,0.03882891295282347,0.03882891295282347,upregulated
hsa-mir-4474,0.03830360255662604,0.03830360255662604,upregulated
hsa-mir-380,0.03823437804217607,0.03823437804217607,upregulated
hsa-mir-100,-0.037507889004150814,0.037507889004150814,downregulated
hsa-mir-1179,0.037316921051160766,0.037316921051160766,upregulated
hsa-mir-6773,-0.03707828768516123,0.03707828768516123,downregulated
hsa-mir-6827,0.0370779466554847,0.0370779466554847,upregulated
hsa-mir-130b,0.03694315174825411,0.03694315174825411,upregulated
hsa-mir-6788,-0.036776747193355504,0.036776747193355504,downregulated
hsa-mir-4720,0.0367338207692827,0.0367338207692827,upregulated
hsa-mir-496,0.03655159751980302,0.03655159751980302,upregulated
hsa-mir-3912,-0.03401205977328256,0.03401205977328256,downregulated
hsa-mir-1267,-0.03345915648376782,0.03345915648376782,downregulated
hsa-mir-3190,0.03307087837075068,0.03307087837075068,upregulated
hsa-mir-150,0.03299769888916509,0.03299769888916509,upregulated
hsa-mir-3664,-0.03178636235022404,0.03178636235022404,downregulated
hsa-mir-3065,0.03146553524400036,0.03146553524400036,upregulated
hsa-mir-548e,0.03069322480557436,0.03069322480557436,upregulated
hsa-mir-7112,-0.030391689146080803,0.030391689146080803,downregulated
hsa-mir-589,0.029748051635290394,0.029748051635290394,upregulated
hsa-mir-1276,0.029219607565552426,0.029219607565552426,upregulated
hsa-mir-4672,-0.029067883225860004,0.029067883225860004,downregulated
hsa-mir-4536-2,0.029059609207743125,0.029059609207743125,upregulated
hsa-mir-4669,0.028888147597643184,0.028888147597643184,upregulated
hsa-mir-769,0.028151180330248014,0.028151180330248014,upregulated
hsa-mir-3152,-0.02761686993617733,0.02761686993617733,downregulated
hsa-mir-505,-0.02673013145192738,0.02673013145192738,downregulated
hsa-mir-3199-2,0.026699731914422164,0.026699731914422164,upregulated
hsa-mir-767,-0.026009564975344308,0.026009564975344308,downregulated
hsa-mir-4758,-0.02523399587326549,0.02523399587326549,downregulated
hsa-mir-4666a,-0.024199103364797067,0.024199103364797067,downregulated
hsa-mir-627,-0.022411253302443535,0.022411253302443535,downregulated
hsa-mir-30c-2,0.02174928340384818,0.02174928340384818,upregulated
hsa-mir-629,0.021106750697939585,0.021106750697939585,upregulated
hsa-mir-99b,-0.02102369598479627,0.02102369598479627,downregulated
hsa-mir-379,0.019549731998654205,0.019549731998654205,upregulated
hsa-mir-4326,-0.019328064254002304,0.019328064254002304,downregulated
hsa-mir-454,-0.01899152222292346,0.01899152222292346,downregulated
hsa-mir-6735,0.018817772502508413,0.018817772502508413,upregulated
hsa-let-7g,-0.01848858944163394,0.01848858944163394,downregulated
hsa-mir-5708,0.01653923372747292,0.01653923372747292,upregulated
hsa-mir-22,0.016049210422904477,0.016049210422904477,upregulated
hsa-mir-3610,-0.0158457193028228,0.0158457193028228,downregulated
hsa-mir-375,-0.015689385508146924,0.015689385508146924,downregulated
hsa-mir-1538,0.0154120647135304,0.0154120647135304,upregulated
hsa-mir-5010,-0.014166864651595954,0.014166864651595954,downregulated
hsa-mir-107,0.013406393811962833,0.013406393811962833,upregulated
hsa-mir-6844,0.012428204838310345,0.012428204838310345,upregulated
hsa-mir-548ai,-0.012423352539198735,0.012423352539198735,downregulated
hsa-mir-200a,-0.011163235567713398,0.011163235567713398,downregulated
hsa-mir-588,0.01097264753561206,0.01097264753561206,upregulated
hsa-mir-655,0.010715563489052045,0.010715563489052045,upregulated
hsa-mir-410,0.009861517848790044,0.009861517848790044,upregulated
hsa-mir-361,0.009410005925028931,0.009410005925028931,upregulated
hsa-mir-3189,-0.007954061257739585,0.007954061257739585,downregulated
hsa-mir-4707,0.007895188650256174,0.007895188650256174,upregulated
hsa-mir-6845,-0.007727045580982186,0.007727045580982186,downregulated
hsa-mir-320c-2,0.006851598543131261,0.006851598543131261,upregulated
hsa-mir-340,-0.005889133926641804,0.005889133926641804,downregulated
hsa-mir-140,-0.005823872095063613,0.005823872095063613,downregulated
hsa-mir-3940,-0.004656465876741564,0.004656465876741564,downregulated
hsa-mir-376a-1,-0.0033056388888736753,0.0033056388888736753,downregulated
hsa-mir-7705,0.002897932634938177,0.002897932634938177,upregulated
hsa-mir-1258,-0.0003045004228923364,0.0003045004228923364,downregulated
hsa-mir-6089-1,0.0,0.0,downregulated
hsa-mir-6069,0.0,0.0,downregulated
hsa-mir-6070,0.0,0.0,downregulated
hsa-mir-1261,0.0,0.0,downregulated
hsa-mir-8087,0.0,0.0,downregulated
hsa-mir-8088,0.0,0.0,downregulated
hsa-mir-8485,0.0,0.0,downregulated
hsa-mir-1244-3,0.0,0.0,downregulated
hsa-mir-1244-4,0.0,0.0,downregulated
hsa-mir-103b-1,0.0,0.0,downregulated
hsa-mir-1273f,0.0,0.0,downregulated
hsa-mir-1255b-1,0.0,0.0,downregulated
hsa-mir-1255b-2,0.0,0.0,downregulated
hsa-mir-6089-2,0.0,0.0,downregulated
hsa-mir-6128,0.0,0.0,downregulated
hsa-mir-6129,0.0,0.0,downregulated
hsa-mir-646,0.0,0.0,downregulated
hsa-mir-648,0.0,0.0,downregulated
hsa-mir-649,0.0,0.0,downregulated
hsa-mir-6075,0.0,0.0,downregulated
hsa-mir-6078,0.0,0.0,downregulated
hsa-mir-6079,0.0,0.0,downregulated
hsa-mir-608,0.0,0.0,downregulated
hsa-mir-6082,0.0,0.0,downregulated
hsa-mir-6085,0.0,0.0,downregulated
hsa-mir-6086,0.0,0.0,downregulated
hsa-mir-4311,0.0,0.0,downregulated
hsa-mir-4313,0.0,0.0,downregulated
hsa-mir-4285,0.0,0.0,downregulated
hsa-mir-4287,0.0,0.0,downregulated
hsa-mir-4290,0.0,0.0,downregulated
hsa-mir-4291,0.0,0.0,downregulated
hsa-mir-4293,0.0,0.0,downregulated
hsa-mir-4294,0.0,0.0,downregulated
hsa-mir-4297,0.0,0.0,downregulated
hsa-mir-4298,0.0,0.0,downregulated
hsa-mir-4269,0.0,0.0,downregulated
hsa-mir-4272,0.0,0.0,downregulated
hsa-mir-4273,0.0,0.0,downregulated
hsa-mir-4274,0.0,0.0,downregulated
hsa-mir-4275,0.0,0.0,downregulated
hsa-mir-4277,0.0,0.0,downregulated
hsa-mir-4281,0.0,0.0,downregulated
hsa-mir-4282,0.0,0.0,downregulated
hsa-mir-4283-1,0.0,0.0,downregulated
hsa-mir-4283-2,0.0,0.0,downregulated
hsa-mir-4253,0.0,0.0,downregulated
hsa-mir-4255,0.0,0.0,downregulated
hsa-mir-4259,0.0,0.0,downregulated
hsa-mir-4261,0.0,0.0,downregulated
hsa-mir-4262,0.0,0.0,downregulated
hsa-mir-4265,0.0,0.0,downregulated
hsa-mir-4266,0.0,0.0,downregulated
hsa-mir-4267,0.0,0.0,downregulated
hsa-mir-4268,0.0,0.0,downregulated
hsa-mir-3974,0.0,0.0,downregulated
hsa-mir-3976,0.0,0.0,downregulated
hsa-mir-4330,0.0,0.0,downregulated
hsa-mir-4419a,0.0,0.0,downregulated
hsa-mir-4314,0.0,0.0,downregulated
hsa-mir-4316,0.0,0.0,downregulated
hsa-mir-4318,0.0,0.0,downregulated
hsa-mir-4319,0.0,0.0,downregulated
hsa-mir-4325,0.0,0.0,downregulated
hsa-mir-4299,0.0,0.0,downregulated
hsa-mir-4301,0.0,0.0,downregulated
hsa-mir-4303,0.0,0.0,downregulated
hsa-mir-4304,0.0,0.0,downregulated
hsa-mir-4305,0.0,0.0,downregulated
hsa-mir-4307,0.0,0.0,downregulated
hsa-mir-4309,0.0,0.0,downregulated
hsa-mir-3977,0.0,0.0,downregulated
hsa-mir-3978,0.0,0.0,downregulated
hsa-mir-4251,0.0,0.0,downregulated
hsa-mir-4252,0.0,0.0,downregulated
hsa-mir-3908,0.0,0.0,downregulated
hsa-mir-6859-1,0.0,0.0,downregulated
hsa-mir-6859-2,0.0,0.0,downregulated
hsa-mir-6859-3,0.0,0.0,downregulated
hsa-mir-3690-2,0.0,0.0,downregulated
hsa-mir-3713,0.0,0.0,downregulated
hsa-mir-3714,0.0,0.0,downregulated
hsa-mir-3687-1,0.0,0.0,downregulated
hsa-mir-3687-2,0.0,0.0,downregulated
hsa-mir-3689d-2,0.0,0.0,downregulated
hsa-mir-3670-1,0.0,0.0,downregulated
hsa-mir-3670-2,0.0,0.0,downregulated
